Lon_io_S,Lon_ifp_S,Lat_ifp_S,Lon_io_N,Lon_ifp_N,Lat_ifp_N
0,5.71658,-61.5288,0,-33.2696,74.0549
0.1,5.8046,-61.5238,0.1,-33.1029,74.0798
0.2,5.89258,-61.5188,0.2,-32.9358,74.1048
0.3,5.98056,-61.5137,0.3,-32.7683,74.1298
0.4,6.06851,-61.5087,0.4,-32.6004,74.1549
0.5,6.15646,-61.5037,0.5,-32.4321,74.1802
0.6,6.24438,-61.4987,0.6,-32.2634,74.2055
0.7,6.33228,-61.4937,0.7,-32.0942,74.2308
0.8,6.42017,-61.4887,0.8,-31.9247,74.2563
0.9,6.50806,-61.4838,0.9,-31.7547,74.2818
1,6.59589,-61.4788,1,-31.5843,74.3074
1.1,6.68375,-61.4738,1.1,-31.4135,74.3331
1.2,6.77158,-61.4689,1.2,-31.2422,74.3589
1.3,6.85938,-61.4639,1.3,-31.0706,74.3847
1.4,6.94717,-61.459,1.4,-30.8985,74.4106
1.5,7.03494,-61.4541,1.5,-30.726,74.4366
1.6,7.12271,-61.4492,1.6,-30.553,74.4627
1.7,7.21045,-61.4443,1.7,-30.3796,74.4889
1.8,7.29819,-61.4394,1.8,-30.2058,74.5151
1.9,7.38589,-61.4345,1.9,-30.0315,74.5414
2,7.4736,-61.4296,2,-29.8568,74.5678
2.1,7.56128,-61.4248,2.1,-29.6816,74.5942
2.2,7.64896,-61.4199,2.2,-29.506,74.6207
2.3,7.7366,-61.415,2.3,-29.3299,74.6473
2.4,7.82425,-61.4102,2.4,-29.1534,74.674
2.5,7.91187,-61.4054,2.5,-28.9764,74.7008
2.6,7.99948,-61.4005,2.6,-28.799,74.7276
2.7,8.0871,-61.3957,2.7,-28.6211,74.7545
2.8,8.17468,-61.3909,2.8,-28.4427,74.7814
2.9,8.26221,-61.3861,2.9,-28.2639,74.8085
3,8.34979,-61.3813,3,-28.0846,74.8356
3.1,8.43732,-61.3765,3.1,-27.9048,74.8628
3.2,8.52484,-61.3717,3.2,-27.7246,74.89
3.3,8.61237,-61.3669,3.3,-27.5438,74.9174
3.4,8.69986,-61.3621,3.4,-27.3626,74.9447
3.5,8.78735,-61.3573,3.5,-27.1809,74.9722
3.6,8.87482,-61.3526,3.6,-26.9987,74.9997
3.7,8.96228,-61.3478,3.7,-26.8161,75.0273
3.8,9.04971,-61.343,3.8,-26.6329,75.055
3.9,9.13715,-61.3383,3.9,-26.4492,75.0827
4,9.22455,-61.3336,4,-26.2651,75.1105
4.1,9.31198,-61.3288,4.1,-26.0804,75.1384
4.2,9.39935,-61.3241,4.2,-25.8952,75.1663
4.3,9.48676,-61.3194,4.3,-25.7095,75.1943
4.4,9.5741,-61.3146,4.4,-25.5233,75.2224
4.5,9.66147,-61.3099,4.5,-25.3366,75.2505
4.6,9.74884,-61.3052,4.6,-25.1493,75.2787
4.7,9.83615,-61.3005,4.7,-24.9615,75.3069
4.8,9.92346,-61.2958,4.8,-24.7732,75.3352
4.9,10.0108,-61.2911,4.9,-24.5844,75.3636
5,10.0981,-61.2864,5,-24.395,75.392
5.1,10.1854,-61.2817,5.1,-24.2051,75.4205
5.2,10.2726,-61.277,5.2,-24.0147,75.4491
5.3,10.3599,-61.2723,5.3,-23.8237,75.4777
5.4,10.4471,-61.2676,5.4,-23.6321,75.5063
5.5,10.5344,-61.263,5.5,-23.44,75.535
5.6,10.6216,-61.2583,5.6,-23.2473,75.5638
5.7,10.7089,-61.2536,5.7,-23.0541,75.5927
5.8,10.7961,-61.2489,5.8,-22.8603,75.6215
5.9,10.8832,-61.2443,5.9,-22.666,75.6505
6,10.9705,-61.2396,6,-22.4711,75.6795
6.1,11.0576,-61.2349,6.1,-22.2756,75.7085
6.2,11.1448,-61.2303,6.2,-22.0795,75.7376
6.3,11.232,-61.2256,6.3,-21.8828,75.7668
6.4,11.3191,-61.221,6.4,-21.6855,75.796
6.5,11.4062,-61.2163,6.5,-21.4877,75.8252
6.6,11.4934,-61.2117,6.6,-21.2892,75.8545
6.7,11.5805,-61.207,6.7,-21.0902,75.8839
6.8,11.6676,-61.2024,6.8,-20.8905,75.9133
6.9,11.7547,-61.1977,6.9,-20.6902,75.9427
7,11.8418,-61.1931,7,-20.4893,75.9722
7.1,11.9289,-61.1884,7.1,-20.2878,76.0017
7.2,12.016,-61.1838,7.2,-20.0857,76.0313
7.3,12.103,-61.1791,7.3,-19.883,76.0609
7.4,12.1901,-61.1745,7.4,-19.6796,76.0906
7.5,12.2772,-61.1698,7.5,-19.4756,76.1203
7.6,12.3642,-61.1652,7.6,-19.2709,76.15
7.7,12.4512,-61.1606,7.7,-19.0656,76.1798
7.8,12.5383,-61.1559,7.8,-18.8596,76.2096
7.9,12.6253,-61.1513,7.9,-18.653,76.2395
8,12.7123,-61.1466,8,-18.4457,76.2694
8.1,12.7993,-61.142,8.1,-18.2378,76.2993
8.2,12.8863,-61.1374,8.2,-18.0292,76.3293
8.3,12.9733,-61.1327,8.3,-17.8199,76.3593
8.4,13.0603,-61.128,8.4,-17.6099,76.3893
8.5,13.1473,-61.1234,8.5,-17.3993,76.4193
8.6,13.2343,-61.1188,8.6,-17.1879,76.4494
8.7,13.3212,-61.1141,8.7,-16.9759,76.4795
8.8,13.4082,-61.1095,8.8,-16.7631,76.5097
8.9,13.4951,-61.1048,8.9,-16.5497,76.5399
9,13.5821,-61.1001,9,-16.3356,76.5701
9.1,13.669,-61.0955,9.1,-16.1207,76.6003
9.2,13.756,-61.0908,9.2,-15.9051,76.6305
9.3,13.8429,-61.0862,9.3,-15.6888,76.6608
9.4,13.9298,-61.0815,9.4,-15.4718,76.6911
9.5,14.0167,-61.0768,9.5,-15.254,76.7214
9.6,14.1036,-61.0722,9.6,-15.0355,76.7517
9.7,14.1906,-61.0675,9.7,-14.8162,76.7821
9.8,14.2775,-61.0628,9.8,-14.5962,76.8124
9.9,14.3644,-61.0581,9.9,-14.3755,76.8428
10,14.4513,-61.0535,10,-14.1539,76.8732
10.1,14.5381,-61.0488,10.1,-13.9316,76.9036
10.2,14.6251,-61.0441,10.2,-13.7086,76.934
10.3,14.7119,-61.0394,10.3,-13.4847,76.9645
10.4,14.7988,-61.0347,10.4,-13.2601,76.9949
10.5,14.8857,-61.03,10.5,-13.0347,77.0253
10.6,14.9726,-61.0253,10.6,-12.8084,77.0558
10.7,15.0594,-61.0206,10.7,-12.5814,77.0862
10.8,15.1463,-61.0159,10.8,-12.3536,77.1167
10.9,15.2332,-61.0111,10.9,-12.125,77.1471
11,15.32,-61.0064,11,-11.8955,77.1776
11.1,15.4069,-61.0017,11.1,-11.6652,77.2081
11.2,15.4937,-60.9969,11.2,-11.4341,77.2385
11.3,15.5806,-60.9922,11.3,-11.2022,77.269
11.4,15.6674,-60.9874,11.4,-10.9694,77.2994
11.5,15.7543,-60.9827,11.5,-10.7358,77.3299
11.6,15.8411,-60.9779,11.6,-10.5013,77.3603
11.7,15.928,-60.9732,11.7,-10.266,77.3908
11.8,16.0148,-60.9684,11.8,-10.0297,77.4212
11.9,16.1017,-60.9636,11.9,-9.79268,77.4516
12,16.1885,-60.9588,12,-9.55472,77.482
12.1,16.2753,-60.954,12.1,-9.31589,77.5123
12.2,16.3622,-60.9492,12.2,-9.07617,77.5427
12.3,16.449,-60.9444,12.3,-8.83555,77.573
12.4,16.5358,-60.9396,12.4,-8.59404,77.6034
12.5,16.6227,-60.9348,12.5,-8.35161,77.6337
12.6,16.7095,-60.93,12.6,-8.10828,77.6639
12.7,16.7963,-60.9251,12.7,-7.86402,77.6942
12.8,16.8831,-60.9203,12.8,-7.61885,77.7244
12.9,16.97,-60.9154,12.9,-7.37274,77.7546
13,17.0568,-60.9105,13,-7.1257,77.7848
13.1,17.1436,-60.9057,13.1,-6.87772,77.8149
13.2,17.2304,-60.9008,13.2,-6.62878,77.845
13.3,17.3173,-60.8959,13.3,-6.3789,77.8751
13.4,17.4041,-60.891,13.4,-6.12805,77.9051
13.5,17.4909,-60.8861,13.5,-5.87624,77.9351
13.6,17.5778,-60.8812,13.6,-5.62346,77.9651
13.7,17.6646,-60.8763,13.7,-5.3697,77.995
13.8,17.7514,-60.8713,13.8,-5.11496,78.0248
13.9,17.8383,-60.8664,13.9,-4.85923,78.0547
14,17.9251,-60.8614,14,-4.6025,78.0844
14.1,18.0119,-60.8565,14.1,-4.34477,78.1142
14.2,18.0988,-60.8515,14.2,-4.08604,78.1438
14.3,18.1856,-60.8465,14.3,-3.8263,78.1735
14.4,18.2724,-60.8415,14.4,-3.56553,78.203
14.5,18.3593,-60.8365,14.5,-3.30374,78.2325
14.6,18.4461,-60.8315,14.6,-3.04092,78.262
14.7,18.533,-60.8264,14.7,-2.77706,78.2914
14.8,18.6198,-60.8214,14.8,-2.51217,78.3207
14.9,18.7066,-60.8164,14.9,-2.24623,78.35
15,18.7935,-60.8113,15,-1.97924,78.3792
15.1,18.8803,-60.8062,15.1,-1.71118,78.4083
15.2,18.9672,-60.8011,15.2,-1.44207,78.4374
15.3,19.054,-60.796,15.3,-1.17189,78.4663
15.4,19.1409,-60.7909,15.4,-0.900632,78.4953
15.5,19.2278,-60.7858,15.5,-0.628297,78.5241
15.6,19.3146,-60.7807,15.6,-0.354873,78.5528
15.7,19.4015,-60.7755,15.7,-0.0803663,78.5815
15.8,19.4884,-60.7704,15.8,0.19524,78.6101
15.9,19.5753,-60.7652,15.9,0.471941,78.6386
16,19.6621,-60.76,16,0.749748,78.667
16.1,19.749,-60.7548,16.1,1.02866,78.6954
16.2,19.8359,-60.7496,16.2,1.30869,78.7236
16.3,19.9228,-60.7443,16.3,1.58984,78.7517
16.4,20.0097,-60.7391,16.4,1.87211,78.7798
16.5,20.0966,-60.7338,16.5,2.15551,78.8077
16.6,20.1835,-60.7286,16.6,2.44004,78.8356
16.7,20.2704,-60.7233,16.7,2.7257,78.8633
16.8,20.3573,-60.718,16.8,3.0125,78.891
16.9,20.4442,-60.7127,16.9,3.30045,78.9185
17,20.5311,-60.7074,17,3.58954,78.9459
17.1,20.618,-60.702,17.1,3.87979,78.9733
17.2,20.705,-60.6967,17.2,4.17119,79.0005
17.3,20.7919,-60.6913,17.3,4.46375,79.0275
17.4,20.8788,-60.6859,17.4,4.75747,79.0545
17.5,20.9658,-60.6805,17.5,5.05236,79.0813
17.6,21.0527,-60.6751,17.6,5.34841,79.1081
17.7,21.1397,-60.6696,17.7,5.64564,79.1347
17.8,21.2267,-60.6642,17.8,5.94403,79.1611
17.9,21.3136,-60.6587,17.9,6.24361,79.1875
18,21.4006,-60.6532,18,6.54436,79.2137
18.1,21.4875,-60.6477,18.1,6.84629,79.2397
18.2,21.5746,-60.6422,18.2,7.14941,79.2657
18.3,21.6615,-60.6367,18.3,7.45371,79.2915
18.4,21.7485,-60.6311,18.4,7.75919,79.3171
18.5,21.8355,-60.6256,18.5,8.06586,79.3426
18.6,21.9225,-60.62,18.6,8.37373,79.368
18.7,22.0095,-60.6144,18.7,8.68278,79.3932
18.8,22.0966,-60.6088,18.8,8.99302,79.4182
18.9,22.1836,-60.6031,18.9,9.30446,79.4431
19,22.2706,-60.5975,19,9.61708,79.4678
19.1,22.3577,-60.5918,19.1,9.9309,79.4924
19.2,22.4447,-60.5861,19.2,10.2459,79.5168
19.3,22.5317,-60.5804,19.3,10.5621,79.5411
19.4,22.6188,-60.5747,19.4,10.8795,79.5652
19.5,22.7059,-60.569,19.5,11.1981,79.5891
19.6,22.7929,-60.5632,19.6,11.5178,79.6128
19.7,22.88,-60.5574,19.7,11.8388,79.6364
19.8,22.9671,-60.5516,19.8,12.1609,79.6598
19.9,23.0542,-60.5458,19.9,12.4843,79.683
20,23.1413,-60.54,20,12.8088,79.706
20.1,23.2284,-60.5341,20.1,13.1345,79.7288
20.2,23.3155,-60.5283,20.2,13.4613,79.7515
20.3,23.4026,-60.5224,20.3,13.7894,79.7739
20.4,23.4897,-60.5165,20.4,14.1186,79.7962
20.5,23.5769,-60.5106,20.5,14.449,79.8183
20.6,23.6641,-60.5046,20.6,14.7805,79.8401
20.7,23.7512,-60.4986,20.7,15.1132,79.8618
20.8,23.8383,-60.4926,20.8,15.447,79.8833
20.9,23.9255,-60.4866,20.9,15.782,79.9045
21,24.0127,-60.4806,21,16.1182,79.9256
21.1,24.0999,-60.4746,21.1,16.4555,79.9464
21.2,24.1871,-60.4685,21.2,16.7939,79.9671
21.3,24.2743,-60.4624,21.3,17.1334,79.9875
21.4,24.3615,-60.4563,21.4,17.4741,80.0077
21.5,24.4487,-60.4502,21.5,17.8158,80.0276
21.6,24.5359,-60.444,21.6,18.1587,80.0474
21.7,24.6231,-60.4379,21.7,18.5027,80.0669
21.8,24.7104,-60.4317,21.8,18.8477,80.0862
21.9,24.7976,-60.4255,21.9,19.1939,80.1052
22,24.8849,-60.4192,22,19.5411,80.124
22.1,24.9722,-60.413,22.1,19.8894,80.1426
22.2,25.0594,-60.4067,22.2,20.2387,80.161
22.3,25.1467,-60.4004,22.3,20.5891,80.1791
22.4,25.234,-60.3941,22.4,20.9405,80.1969
22.5,25.3213,-60.3877,22.5,21.2929,80.2145
22.6,25.4086,-60.3814,22.6,21.6463,80.2319
22.7,25.4959,-60.375,22.7,22.0008,80.249
22.8,25.5833,-60.3686,22.8,22.3562,80.2659
22.9,25.6706,-60.3622,22.9,22.7126,80.2825
23,25.7579,-60.3557,23,23.0699,80.2988
23.1,25.8453,-60.3492,23.1,23.4282,80.3149
23.2,25.9326,-60.3428,23.2,23.7875,80.3307
23.3,26.02,-60.3362,23.3,24.1476,80.3462
23.4,26.1074,-60.3297,23.4,24.5087,80.3615
23.5,26.1948,-60.3231,23.5,24.8706,80.3765
23.6,26.2822,-60.3166,23.6,25.2335,80.3913
23.7,26.3696,-60.31,23.7,25.5972,80.4057
23.8,26.457,-60.3033,23.8,25.9617,80.4199
23.9,26.5444,-60.2967,23.9,26.3271,80.4338
24,26.6318,-60.29,24,26.6932,80.4474
24.1,26.7192,-60.2833,24.1,27.0602,80.4607
24.2,26.8067,-60.2766,24.2,27.428,80.4738
24.3,26.8942,-60.2699,24.3,27.7965,80.4866
24.4,26.9816,-60.2631,24.4,28.1657,80.499
24.5,27.0691,-60.2563,24.5,28.5357,80.5112
24.6,27.1566,-60.2495,24.6,28.9063,80.5231
24.7,27.244,-60.2427,24.7,29.2777,80.5346
24.8,27.3315,-60.2358,24.8,29.6497,80.5459
24.9,27.4191,-60.2289,24.9,30.0223,80.5569
25,27.5066,-60.222,25,30.3956,80.5676
25.1,27.5941,-60.2151,25.1,30.7694,80.578
25.2,27.6816,-60.2082,25.2,31.1439,80.588
25.3,27.7692,-60.2012,25.3,31.5189,80.5978
25.4,27.8567,-60.1942,25.4,31.8944,80.6072
25.5,27.9443,-60.1872,25.5,32.2704,80.6163
25.6,28.0319,-60.1801,25.6,32.647,80.6252
25.7,28.1194,-60.1731,25.7,33.024,80.6337
25.8,28.207,-60.166,25.8,33.4014,80.6419
25.9,28.2946,-60.1589,25.9,33.7793,80.6497
26,28.3822,-60.1517,26,34.1575,80.6573
26.1,28.4698,-60.1446,26.1,34.5361,80.6645
26.2,28.5574,-60.1374,26.2,34.9151,80.6714
26.3,28.6451,-60.1302,26.3,35.2943,80.678
26.4,28.7327,-60.123,26.4,35.6739,80.6842
26.5,28.8204,-60.1157,26.5,36.0537,80.6901
26.6,28.908,-60.1084,26.6,36.4338,80.6957
26.7,28.9957,-60.1011,26.7,36.8141,80.701
26.8,29.0833,-60.0938,26.8,37.1946,80.7059
26.9,29.171,-60.0865,26.9,37.5752,80.7105
27,29.2587,-60.0791,27,37.956,80.7147
27.1,29.3464,-60.0717,27.1,38.3369,80.7187
27.2,29.4341,-60.0643,27.2,38.7179,80.7222
27.3,29.5218,-60.0568,27.3,39.0989,80.7255
27.4,29.6095,-60.0494,27.4,39.48,80.7284
27.5,29.6973,-60.0419,27.5,39.861,80.731
27.6,29.785,-60.0344,27.6,40.242,80.7332
27.7,29.8727,-60.0268,27.7,40.623,80.7351
27.8,29.9604,-60.0192,27.8,41.0039,80.7366
27.9,30.0482,-60.0117,27.9,41.3846,80.7378
28,30.136,-60.0041,28,41.7653,80.7387
28.1,30.2238,-59.9964,28.1,42.1457,80.7392
28.2,30.3115,-59.9888,28.2,42.526,80.7393
28.3,30.3993,-59.9811,28.3,42.9061,80.7392
28.4,30.4871,-59.9734,28.4,43.2859,80.7386
28.5,30.5749,-59.9656,28.5,43.6654,80.7377
28.6,30.6627,-59.9579,28.6,44.0446,80.7365
28.7,30.7505,-59.9501,28.7,44.4234,80.735
28.8,30.8383,-59.9423,28.8,44.8019,80.733
28.9,30.9262,-59.9345,28.9,45.18,80.7308
29,31.014,-59.9266,29,45.5577,80.7281
29.1,31.1019,-59.9188,29.1,45.935,80.7252
29.2,31.1897,-59.9109,29.2,46.3117,80.7219
29.3,31.2775,-59.903,29.3,46.688,80.7182
29.4,31.3654,-59.895,29.4,47.0637,80.7142
29.5,31.4532,-59.8871,29.5,47.4388,80.7098
29.6,31.5411,-59.8791,29.6,47.8134,80.7051
29.7,31.629,-59.871,29.7,48.1874,80.7001
29.8,31.7169,-59.863,29.8,48.5606,80.6946
29.9,31.8048,-59.855,29.9,48.9333,80.6889
30,31.8927,-59.8469,30,49.3052,80.6828
30.1,31.9806,-59.8388,30.1,49.6764,80.6763
30.2,32.0685,-59.8307,30.2,50.0469,80.6695
30.3,32.1564,-59.8225,30.3,50.4166,80.6623
30.4,32.2443,-59.8143,30.4,50.7855,80.6548
30.5,32.3322,-59.8061,30.5,51.1536,80.647
30.6,32.4201,-59.7979,30.6,51.5208,80.6388
30.7,32.5081,-59.7897,30.7,51.8871,80.6303
30.8,32.596,-59.7814,30.8,52.2525,80.6214
30.9,32.6839,-59.7731,30.9,52.617,80.6121
31,32.7719,-59.7648,31,52.9806,80.6026
31.1,32.8598,-59.7565,31.1,53.3432,80.5926
31.2,32.9478,-59.7482,31.2,53.7048,80.5824
31.3,33.0357,-59.7398,31.3,54.0653,80.5718
31.4,33.1237,-59.7314,31.4,54.4248,80.5608
31.5,33.2116,-59.723,31.5,54.7833,80.5495
31.6,33.2996,-59.7145,31.6,55.1407,80.5379
31.7,33.3875,-59.7061,31.7,55.4969,80.5259
31.8,33.4755,-59.6976,31.8,55.8521,80.5136
31.9,33.5635,-59.6891,31.9,56.206,80.5009
32,33.6515,-59.6806,32,56.5588,80.488
32.1,33.7394,-59.672,32.1,56.9104,80.4746
32.2,33.8274,-59.6635,32.2,57.2608,80.461
32.3,33.9154,-59.6549,32.3,57.61,80.447
32.4,34.0034,-59.6463,32.4,57.9579,80.4327
32.5,34.0913,-59.6376,32.5,58.3046,80.418
32.6,34.1793,-59.629,32.6,58.6499,80.403
32.7,34.2673,-59.6203,32.7,58.994,80.3877
32.8,34.3553,-59.6116,32.8,59.3367,80.3721
32.9,34.4433,-59.6029,32.9,59.6781,80.3561
33,34.5312,-59.5942,33,60.0182,80.3399
33.1,34.6193,-59.5854,33.1,60.3568,80.3232
33.2,34.7072,-59.5767,33.2,60.6941,80.3063
33.3,34.7952,-59.5679,33.3,61.03,80.289
33.4,34.8832,-59.5591,33.4,61.3645,80.2715
33.5,34.9712,-59.5503,33.5,61.6975,80.2536
33.6,35.0592,-59.5414,33.6,62.0291,80.2354
33.7,35.1472,-59.5325,33.7,62.3593,80.2168
33.8,35.2352,-59.5237,33.8,62.6879,80.198
33.9,35.3231,-59.5148,33.9,63.0151,80.1788
34,35.4111,-59.5058,34,63.3408,80.1594
34.1,35.4991,-59.4969,34.1,63.665,80.1396
34.2,35.5871,-59.4879,34.2,63.9877,80.1195
34.3,35.675,-59.479,34.3,64.3089,80.0991
34.4,35.763,-59.47,34.4,64.6285,80.0784
34.5,35.851,-59.461,34.5,64.9466,80.0574
34.6,35.939,-59.4519,34.6,65.2631,80.0361
34.7,36.0269,-59.4429,34.7,65.5781,80.0145
34.8,36.1149,-59.4338,34.8,65.8915,79.9926
34.9,36.2029,-59.4247,34.9,66.2034,79.9704
35,36.2908,-59.4156,35,66.5136,79.9479
35.1,36.3788,-59.4065,35.1,66.8223,79.9252
35.2,36.4667,-59.3974,35.2,67.1294,79.9021
35.3,36.5546,-59.3882,35.3,67.4348,79.8787
35.4,36.6426,-59.3791,35.4,67.7387,79.855
35.5,36.7305,-59.3699,35.5,68.0409,79.8311
35.6,36.8185,-59.3607,35.6,68.3416,79.8069
35.7,36.9064,-59.3515,35.7,68.6406,79.7824
35.8,36.9943,-59.3423,35.8,68.938,79.7576
35.9,37.0822,-59.333,35.9,69.2337,79.7325
36,37.1701,-59.3238,36,69.5278,79.7071
36.1,37.258,-59.3145,36.1,69.8203,79.6815
36.2,37.3459,-59.3052,36.2,70.1112,79.6556
36.3,37.4338,-59.2959,36.3,70.4004,79.6294
36.4,37.5216,-59.2866,36.4,70.688,79.6029
36.5,37.6095,-59.2773,36.5,70.9739,79.5762
36.6,37.6974,-59.2679,36.6,71.2582,79.5492
36.7,37.7852,-59.2586,36.7,71.5409,79.522
36.8,37.873,-59.2492,36.8,71.8219,79.4944
36.9,37.9609,-59.2398,36.9,72.1013,79.4666
37,38.0487,-59.2304,37,72.379,79.4386
37.1,38.1365,-59.221,37.1,72.6551,79.4103
37.2,38.2243,-59.2116,37.2,72.9296,79.3817
37.3,38.3121,-59.2022,37.3,73.2024,79.3529
37.4,38.3999,-59.1927,37.4,73.4736,79.3238
37.5,38.4877,-59.1833,37.5,73.7432,79.2945
37.6,38.5754,-59.1738,37.6,74.0111,79.2649
37.7,38.6632,-59.1643,37.7,74.2775,79.235
37.8,38.7509,-59.1549,37.8,74.5422,79.2049
37.9,38.8387,-59.1454,37.9,74.8052,79.1746
38,38.9264,-59.1358,38,75.0667,79.144
38.1,39.0141,-59.1263,38.1,75.3266,79.1132
38.2,39.1018,-59.1168,38.2,75.5848,79.0822
38.3,39.1895,-59.1073,38.3,75.8415,79.0508
38.4,39.2771,-59.0977,38.4,76.0966,79.0193
38.5,39.3647,-59.0882,38.5,76.35,78.9875
38.6,39.4524,-59.0786,38.6,76.6019,78.9555
38.7,39.54,-59.069,38.7,76.8522,78.9233
38.8,39.6276,-59.0594,38.8,77.101,78.8908
38.9,39.7152,-59.0498,38.9,77.3481,78.8581
39,39.8028,-59.0402,39,77.5938,78.8251
39.1,39.8904,-59.0306,39.1,77.8378,78.792
39.2,39.9779,-59.021,39.2,78.0803,78.7586
39.3,40.0654,-59.0114,39.3,78.3213,78.725
39.4,40.1529,-59.0018,39.4,78.5607,78.6912
39.5,40.2404,-58.9921,39.5,78.7986,78.6571
39.6,40.3279,-58.9825,39.6,79.035,78.6228
39.7,40.4153,-58.9728,39.7,79.2699,78.5883
39.8,40.5028,-58.9632,39.8,79.5033,78.5536
39.9,40.5902,-58.9535,39.9,79.7352,78.5187
40,40.6776,-58.9438,40,79.9656,78.4836
40.1,40.765,-58.9342,40.1,80.1945,78.4482
40.2,40.8524,-58.9245,40.2,80.422,78.4127
40.3,40.9397,-58.9148,40.3,80.648,78.3769
40.4,41.027,-58.9051,40.4,80.8726,78.341
40.5,41.1143,-58.8954,40.5,81.0957,78.3048
40.6,41.2016,-58.8858,40.6,81.3174,78.2684
40.7,41.2889,-58.8761,40.7,81.5377,78.2319
40.8,41.3761,-58.8664,40.8,81.7565,78.1951
40.9,41.4633,-58.8567,40.9,81.974,78.1581
41,41.5505,-58.847,41,82.19,78.1209
41.1,41.6377,-58.8372,41.1,82.4047,78.0836
41.2,41.7249,-58.8275,41.2,82.618,78.046
41.3,41.812,-58.8178,41.3,82.8299,78.0083
41.4,41.8991,-58.8081,41.4,83.0405,77.9703
41.5,41.9861,-58.7984,41.5,83.2497,77.9322
41.6,42.0732,-58.7887,41.6,83.4577,77.8939
41.7,42.1602,-58.779,41.7,83.6642,77.8554
41.8,42.2472,-58.7693,41.8,83.8695,77.8167
41.9,42.3342,-58.7596,41.9,84.0734,77.7778
42,42.4211,-58.7498,42,84.2762,77.7387
42.1,42.5081,-58.7401,42.1,84.4775,77.6995
42.2,42.595,-58.7304,42.2,84.6777,77.6601
42.3,42.6819,-58.7207,42.3,84.8765,77.6205
42.4,42.7687,-58.711,42.4,85.0741,77.5807
42.5,42.8555,-58.7013,42.5,85.2705,77.5408
42.6,42.9423,-58.6916,42.6,85.4656,77.5006
42.7,43.0291,-58.6819,42.7,85.6595,77.4603
42.8,43.1158,-58.6722,42.8,85.8523,77.4199
42.9,43.2025,-58.6625,42.9,86.0438,77.3792
43,43.2891,-58.6528,43,86.2341,77.3384
43.1,43.3758,-58.6431,43.1,86.4233,77.2974
43.2,43.4623,-58.6334,43.2,86.6113,77.2563
43.3,43.549,-58.6237,43.3,86.7981,77.215
43.4,43.6355,-58.614,43.4,86.9838,77.1735
43.5,43.722,-58.6044,43.5,87.1684,77.1319
43.6,43.8085,-58.5947,43.6,87.3519,77.0901
43.7,43.8949,-58.585,43.7,87.5342,77.0482
43.8,43.9813,-58.5754,43.8,87.7155,77.0061
43.9,44.0677,-58.5657,43.9,87.8957,76.9639
44,44.1541,-58.5561,44,88.0747,76.9214
44.1,44.2404,-58.5464,44.1,88.2527,76.8788
44.2,44.3266,-58.5368,44.2,88.4297,76.8361
44.3,44.4129,-58.5272,44.3,88.6057,76.7932
44.4,44.4991,-58.5176,44.4,88.7805,76.7503
44.5,44.5853,-58.508,44.5,88.9544,76.7071
44.6,44.6714,-58.4984,44.6,89.1273,76.6638
44.7,44.7575,-58.4888,44.7,89.2991,76.6203
44.8,44.8435,-58.4792,44.8,89.47,76.5766
44.9,44.9296,-58.4696,44.9,89.6399,76.5331
45,45.0155,-58.46,45,89.8089,76.4893
45.1,45.1015,-58.4505,45.1,89.9768,76.4437
45.2,45.1874,-58.4409,45.2,90.1439,76.4016
45.3,45.2733,-58.4314,45.3,90.31,76.3568
45.4,45.3591,-58.4219,45.4,90.4752,76.3123
45.5,45.4449,-58.4124,45.5,90.6394,76.2677
45.6,45.5306,-58.4029,45.6,90.8027,76.223
45.7,45.6163,-58.3934,45.7,90.9652,76.178
45.8,45.702,-58.3839,45.8,91.1268,76.1331
45.9,45.7876,-58.3744,45.9,91.2875,76.0879
46,45.8732,-58.365,46,91.4473,76.0427
46.1,45.9587,-58.3555,46.1,91.6063,75.9974
46.2,46.0443,-58.3461,46.2,91.7645,75.9519
46.3,46.1297,-58.3367,46.3,91.9218,75.9063
46.4,46.2151,-58.3273,46.4,92.0783,75.8605
46.5,46.3005,-58.3179,46.5,92.234,75.8147
46.6,46.3858,-58.3085,46.6,92.3889,75.7687
46.7,46.4711,-58.2991,46.7,92.543,75.7226
46.8,46.5563,-58.2898,46.8,92.6963,75.6764
46.9,46.6415,-58.2804,46.9,92.8488,75.6301
47,46.7266,-58.2711,47,93.0006,75.5836
47.1,46.8117,-58.2618,47.1,93.1516,75.537
47.2,46.8968,-58.2525,47.2,93.3019,75.4904
47.3,46.9818,-58.2433,47.3,93.4514,75.4436
47.4,47.0667,-58.234,47.4,93.6003,75.3967
47.5,47.1516,-58.2248,47.5,93.7484,75.3497
47.6,47.2365,-58.2155,47.6,93.8958,75.3026
47.7,47.3213,-58.2063,47.7,94.0425,75.2554
47.8,47.4061,-58.1971,47.8,94.1885,75.208
47.9,47.4908,-58.188,47.9,94.3339,75.1606
48,47.5754,-58.1788,48,94.4785,75.1131
48.1,47.6601,-58.1697,48.1,94.6225,75.0654
48.2,47.7446,-58.1606,48.2,94.7659,75.0177
48.3,47.8291,-58.1515,48.3,94.9086,74.9699
48.4,47.9136,-58.1424,48.4,95.0507,74.9219
48.5,47.998,-58.1333,48.5,95.1921,74.8739
48.6,48.0823,-58.1243,48.6,95.333,74.8258
48.7,48.1667,-58.1153,48.7,95.4732,74.7776
