Lon_io_S,Lon_ifp_S,Lat_ifp_S,Lon_io_N,Lon_ifp_N,Lat_ifp_N
99.7,84.3235,-58.3676,99.7,137.466,54.347
99.8,84.394,-58.3791,99.8,137.509,54.3255
99.9,84.4644,-58.3907,99.9,137.552,54.3039
100,84.535,-58.4023,100,137.595,54.2825
100.1,84.6055,-58.4141,100.1,137.637,54.2611
100.2,84.6761,-58.4258,100.2,137.68,54.2397
100.3,84.7468,-58.4376,100.3,137.722,54.2184
100.4,84.8175,-58.4494,100.4,137.765,54.1972
100.5,84.8883,-58.4613,100.5,137.807,54.176
100.6,84.9591,-58.4733,100.6,137.849,54.1549
100.7,85.03,-58.4853,100.7,137.891,54.1338
100.8,85.101,-58.4973,100.8,137.933,54.1128
100.9,85.1719,-58.5094,100.9,137.975,54.0918
101,85.243,-58.5215,101,138.017,54.0709
101.1,85.314,-58.5338,101.1,138.059,54.05
101.2,85.3852,-58.546,101.2,138.101,54.0292
101.3,85.4564,-58.5583,101.3,138.142,54.0085
101.4,85.5276,-58.5707,101.4,138.184,53.9878
101.5,85.5989,-58.5831,101.5,138.226,53.9671
101.6,85.6702,-58.5955,101.6,138.267,53.9465
101.7,85.7416,-58.6081,101.7,138.308,53.926
101.8,85.813,-58.6206,101.8,138.35,53.9055
101.9,85.8846,-58.6332,101.9,138.391,53.8851
102,85.9561,-58.6459,102,138.432,53.8647
102.1,86.0277,-58.6586,102.1,138.473,53.8444
102.2,86.0993,-58.6714,102.2,138.514,53.8241
102.3,86.1711,-58.6842,102.3,138.555,53.8039
102.4,86.2428,-58.697,102.4,138.596,53.7837
102.5,86.3146,-58.71,102.5,138.637,53.7635
102.6,86.3864,-58.723,102.6,138.678,53.7434
102.7,86.4583,-58.736,102.7,138.719,53.7234
102.8,86.5303,-58.7491,102.8,138.76,53.7034
102.9,86.6023,-58.7621,102.9,138.8,53.6835
103,86.6744,-58.7754,103,138.841,53.6636
103.1,86.7465,-58.7885,103.1,138.881,53.6437
103.2,86.8186,-58.8019,103.2,138.922,53.624
103.3,86.8909,-58.8151,103.3,138.962,53.6042
103.4,86.9631,-58.8285,103.4,139.002,53.5845
103.5,87.0354,-58.8419,103.5,139.043,53.5648
103.6,87.1078,-58.8554,103.6,139.083,53.5452
103.7,87.1802,-58.869,103.7,139.123,53.5257
103.8,87.2526,-58.8826,103.8,139.163,53.5062
103.9,87.3251,-58.8961,103.9,139.203,53.4867
104,87.3977,-58.9099,104,139.243,53.4673
104.1,87.4703,-58.9236,104.1,139.283,53.4479
104.2,87.543,-58.9374,104.2,139.323,53.4285
104.3,87.6157,-58.9512,104.3,139.363,53.4092
104.4,87.6884,-58.9651,104.4,139.403,53.39
104.5,87.7612,-58.9791,104.5,139.443,53.3708
104.6,87.8341,-58.993,104.6,139.482,53.3516
104.7,87.907,-59.007,104.7,139.522,53.3325
104.8,87.9799,-59.0211,104.8,139.562,53.3134
104.9,88.0529,-59.0353,104.9,139.601,53.2944
105,88.126,-59.0494,105,139.641,53.2754
105.1,88.1991,-59.0637,105.1,139.68,53.2565
105.2,88.2722,-59.078,105.2,139.72,53.2375
105.3,88.3455,-59.0923,105.3,139.759,53.2187
105.4,88.4187,-59.1067,105.4,139.798,53.1998
105.5,88.492,-59.1211,105.5,139.838,53.1811
105.6,88.5653,-59.1356,105.6,139.877,53.1623
105.7,88.6387,-59.1501,105.7,139.916,53.1436
105.8,88.7122,-59.1647,105.8,139.955,53.1249
105.9,88.7856,-59.1792,105.9,139.994,53.1063
106,88.8591,-59.1941,106,140.033,53.0877
106.1,88.9327,-59.2088,106.1,140.072,53.0692
106.2,89.0063,-59.2235,106.2,140.111,53.0507
106.3,89.08,-59.2383,106.3,140.15,53.0322
106.4,89.1537,-59.2532,106.4,140.189,53.0138
106.5,89.2275,-59.2681,106.5,140.228,52.9954
106.6,89.3013,-59.2829,106.6,140.267,52.977
106.7,89.3752,-59.2981,106.7,140.306,52.9587
106.8,89.4491,-59.3133,106.8,140.345,52.9404
106.9,89.523,-59.3283,106.9,140.383,52.9221
107,89.597,-59.3434,107,140.422,52.9039
107.1,89.671,-59.3587,107.1,140.461,52.8858
107.2,89.7451,-59.3736,107.2,140.5,52.8676
107.3,89.8192,-59.3898,107.3,140.538,52.8495
107.4,89.8934,-59.4039,107.4,140.577,52.8314
107.5,89.9676,-59.4166,107.5,140.615,52.8134
107.6,90.0419,-59.4379,107.6,140.654,52.7954
107.7,90.1162,-59.4522,107.7,140.692,52.7775
107.8,90.1906,-59.4675,107.8,140.731,52.7595
107.9,90.2649,-59.4824,107.9,140.769,52.7416
108,90.3394,-59.4986,108,140.808,52.7238
108.1,90.4138,-59.5142,108.1,140.846,52.7059
108.2,90.4884,-59.5299,108.2,140.884,52.6881
108.3,90.5629,-59.5455,108.3,140.923,52.6704
108.4,90.6375,-59.561,108.4,140.961,52.6527
108.5,90.7122,-59.5771,108.5,140.999,52.635
108.6,90.7869,-59.593,108.6,141.038,52.6173
108.7,90.8616,-59.6088,108.7,141.076,52.5997
108.8,90.9364,-59.6249,108.8,141.114,52.5821
108.9,91.0112,-59.6409,108.9,141.152,52.5645
109,91.0861,-59.6572,109,141.191,52.547
109.1,91.1609,-59.6732,109.1,141.229,52.5295
109.2,91.2359,-59.6894,109.2,141.267,52.512
109.3,91.3109,-59.7057,109.3,141.305,52.4946
109.4,91.3859,-59.722,109.4,141.343,52.4772
109.5,91.461,-59.7383,109.5,141.381,52.4598
109.6,91.5361,-59.7547,109.6,141.419,52.4424
109.7,91.6112,-59.7711,109.7,141.457,52.4251
109.8,91.6864,-59.7876,109.8,141.495,52.4078
109.9,91.7616,-59.8041,109.9,141.533,52.3906
110,91.8369,-59.8207,110,141.571,52.3733
110.1,91.9122,-59.8374,110.1,141.609,52.3561
110.2,91.9875,-59.854,110.2,141.647,52.339
110.3,92.0629,-59.8708,110.3,141.685,52.3218
110.4,92.1383,-59.8874,110.4,141.723,52.3047
110.5,92.2137,-59.9043,110.5,141.761,52.2876
110.6,92.2892,-59.9211,110.6,141.799,52.2706
110.7,92.3647,-59.938,110.7,141.837,52.2535
110.8,92.4403,-59.9549,110.8,141.875,52.2365
110.9,92.5159,-59.9719,110.9,141.913,52.2196
111,92.5916,-59.9889,111,141.951,52.2026
111.1,92.6672,-60.0059,111.1,141.988,52.1857
111.2,92.743,-60.0231,111.2,142.026,52.1688
111.3,92.8187,-60.0402,111.3,142.064,52.1519
111.4,92.8945,-60.0574,111.4,142.102,52.1351
111.5,92.9703,-60.0746,111.5,142.14,52.1183
111.6,93.0461,-60.0919,111.6,142.178,52.1015
111.7,93.122,-60.1092,111.7,142.215,52.0847
111.8,93.198,-60.1266,111.8,142.253,52.068
111.9,93.2739,-60.1439,111.9,142.291,52.0513
112,93.3499,-60.1614,112,142.329,52.0346
112.1,93.4259,-60.1789,112.1,142.367,52.018
112.2,93.502,-60.1964,112.2,142.405,52.0013
112.3,93.5781,-60.214,112.3,142.442,51.9847
112.4,93.6542,-60.2316,112.4,142.48,51.9681
112.5,93.7303,-60.2492,112.5,142.518,51.9516
112.6,93.8065,-60.2669,112.6,142.556,51.9351
112.7,93.8828,-60.2847,112.7,142.594,51.9185
112.8,93.959,-60.3024,112.8,142.631,51.9021
112.9,94.0353,-60.3202,112.9,142.669,51.8856
113,94.1116,-60.3381,113,142.707,51.8692
113.1,94.188,-60.356,113.1,142.745,51.8528
113.2,94.2644,-60.3739,113.2,142.783,51.8364
113.3,94.3408,-60.3919,113.3,142.82,51.82
113.4,94.4172,-60.4099,113.4,142.858,51.8037
113.5,94.4937,-60.4279,113.5,142.896,51.7874
113.6,94.5702,-60.446,113.6,142.934,51.7711
113.7,94.6467,-60.4641,113.7,142.972,51.7548
113.8,94.7233,-60.4823,113.8,143.009,51.7386
113.9,94.7999,-60.5005,113.9,143.047,51.7224
114,94.8765,-60.5187,114,143.085,51.7062
114.1,94.9532,-60.537,114.1,143.123,51.69
114.2,95.0298,-60.5554,114.2,143.161,51.6738
114.3,95.1065,-60.5737,114.3,143.199,51.6577
114.4,95.1833,-60.5921,114.4,143.236,51.6416
114.5,95.26,-60.6105,114.5,143.274,51.6255
114.6,95.3368,-60.629,114.6,143.312,51.6094
114.7,95.4136,-60.6475,114.7,143.35,51.5934
114.8,95.4905,-60.666,114.8,143.388,51.5774
114.9,95.5674,-60.6846,114.9,143.426,51.5614
115,95.6443,-60.7033,115,143.464,51.5454
115.1,95.7212,-60.7219,115.1,143.502,51.5295
115.2,95.7981,-60.7406,115.2,143.54,51.5135
115.3,95.8751,-60.7593,115.3,143.578,51.4976
115.4,95.9521,-60.7781,115.4,143.616,51.4817
115.5,96.0291,-60.7968,115.5,143.654,51.4659
115.6,96.1062,-60.8157,115.6,143.692,51.45
115.7,96.1832,-60.8345,115.7,143.73,51.4342
115.8,96.2603,-60.8534,115.8,143.768,51.4184
115.9,96.3375,-60.8724,115.9,143.806,51.4026
116,96.4146,-60.8913,116,143.844,51.3869
116.1,96.4918,-60.9103,116.1,143.882,51.3711
116.2,96.569,-60.9293,116.2,143.92,51.3554
116.3,96.6462,-60.9484,116.3,143.958,51.3397
116.4,96.7234,-60.9675,116.4,143.996,51.3241
116.5,96.8007,-60.9866,116.5,144.034,51.3084
116.6,96.878,-61.0058,116.6,144.072,51.2928
116.7,96.9553,-61.025,116.7,144.11,51.2772
116.8,97.0326,-61.0442,116.8,144.149,51.2616
116.9,97.1099,-61.0635,116.9,144.187,51.246
117,97.1873,-61.0828,117,144.225,51.2304
117.1,97.2647,-61.1021,117.1,144.263,51.2149
117.2,97.3421,-61.1215,117.2,144.301,51.1994
117.3,97.4195,-61.1409,117.3,144.34,51.1839
117.4,97.497,-61.1603,117.4,144.378,51.1684
117.5,97.5745,-61.1798,117.5,144.416,51.153
117.6,97.6519,-61.1992,117.6,144.455,51.1376
117.7,97.7294,-61.2187,117.7,144.493,51.1222
117.8,97.807,-61.2383,117.8,144.531,51.1068
117.9,97.8845,-61.2578,117.9,144.57,51.0914
118,97.9621,-61.2774,118,144.608,51.0761
118.1,98.0397,-61.2971,118.1,144.647,51.0607
118.2,98.1173,-61.3167,118.2,144.685,51.0454
118.3,98.1949,-61.3364,118.3,144.723,51.0302
118.4,98.2726,-61.3562,118.4,144.762,51.0149
118.5,98.3502,-61.3759,118.5,144.801,50.9997
118.6,98.4279,-61.3957,118.6,144.839,50.9844
118.7,98.5056,-61.4155,118.7,144.878,50.9692
118.8,98.5833,-61.4353,118.8,144.916,50.9541
118.9,98.661,-61.4552,118.9,144.955,50.9389
119,98.7388,-61.4751,119,144.993,50.9237
119.1,98.8165,-61.495,119.1,145.032,50.9086
119.2,98.8943,-61.5149,119.2,145.071,50.8935
119.3,98.972,-61.5349,119.3,145.11,50.8784
119.4,99.0499,-61.5549,119.4,145.148,50.8634
119.5,99.1277,-61.5749,119.5,145.187,50.8483
119.6,99.2055,-61.5949,119.6,145.226,50.8333
119.7,99.2834,-61.615,119.7,145.265,50.8183
119.8,99.3612,-61.6351,119.8,145.304,50.8034
119.9,99.4391,-61.6552,119.9,145.343,50.7884
120,99.517,-61.6754,120,145.381,50.7735
120.1,99.5949,-61.6956,120.1,145.42,50.7586
120.2,99.6728,-61.7158,120.2,145.459,50.7436
120.3,99.7508,-61.736,120.3,145.498,50.7288
120.4,99.8287,-61.7562,120.4,145.537,50.7139
120.5,99.9067,-61.7765,120.5,145.576,50.6991
120.6,99.9846,-61.7968,120.6,145.616,50.6843
120.7,100.063,-61.8171,120.7,145.655,50.6695
120.8,100.141,-61.8375,120.8,145.694,50.6547
120.9,100.219,-61.8578,120.9,145.733,50.64
121,100.297,-61.8782,121,145.772,50.6252
121.1,100.375,-61.8986,121.1,145.811,50.6105
121.2,100.453,-61.9191,121.2,145.851,50.5958
121.3,100.531,-61.9395,121.3,145.89,50.5812
121.4,100.609,-61.96,121.4,145.929,50.5666
121.5,100.687,-61.9805,121.5,145.969,50.5519
121.6,100.765,-62.001,121.6,146.008,50.5373
121.7,100.843,-62.0216,121.7,146.048,50.5227
121.8,100.921,-62.0421,121.8,146.087,50.5082
121.9,100.999,-62.0627,121.9,146.126,50.4937
122,101.077,-62.0833,122,146.166,50.4791
122.1,101.156,-62.104,122.1,146.206,50.4647
122.2,101.234,-62.1246,122.2,146.245,50.4502
122.3,101.312,-62.1453,122.3,146.285,50.4357
122.4,101.39,-62.166,122.4,146.324,50.4213
122.5,101.468,-62.1867,122.5,146.364,50.4069
122.6,101.546,-62.2074,122.6,146.404,50.3925
122.7,101.625,-62.2281,122.7,146.444,50.3782
122.8,101.703,-62.2489,122.8,146.483,50.3638
122.9,101.781,-62.2697,122.9,146.523,50.3495
123,101.859,-62.2905,123,146.563,50.3352
123.1,101.938,-62.3113,123.1,146.603,50.321
123.2,102.016,-62.3322,123.2,146.643,50.3067
123.3,102.094,-62.353,123.3,146.683,50.2925
123.4,102.172,-62.3739,123.4,146.723,50.2783
123.5,102.251,-62.3948,123.5,146.763,50.2641
123.6,102.329,-62.4157,123.6,146.803,50.25
123.7,102.407,-62.4366,123.7,146.843,50.2358
123.8,102.485,-62.4576,123.8,146.883,50.2217
123.9,102.564,-62.4785,123.9,146.923,50.2076
124,102.642,-62.4995,124,146.964,50.1936
124.1,102.72,-62.5205,124.1,147.004,50.1796
124.2,102.799,-62.5415,124.2,147.044,50.1655
124.3,102.877,-62.5625,124.3,147.085,50.1516
124.4,102.955,-62.5836,124.4,147.125,50.1376
124.5,103.034,-62.6046,124.5,147.165,50.1236
124.6,103.112,-62.6257,124.6,147.206,50.1097
124.7,103.19,-62.6468,124.7,147.246,50.0958
124.8,103.269,-62.6679,124.8,147.287,50.082
124.9,103.347,-62.689,124.9,147.327,50.0681
125,103.425,-62.7101,125,147.368,50.0543
125.1,103.504,-62.7313,125.1,147.408,50.0405
125.2,103.582,-62.7524,125.2,147.449,50.0268
125.3,103.661,-62.7736,125.3,147.49,50.013
125.4,103.739,-62.7948,125.4,147.53,49.9993
125.5,103.817,-62.816,125.5,147.571,49.9856
125.6,103.896,-62.8372,125.6,147.612,49.972
125.7,103.974,-62.8584,125.7,147.653,49.9583
125.8,104.053,-62.8797,125.8,147.694,49.9447
125.9,104.131,-62.9009,125.9,147.735,49.9311
126,104.209,-62.9222,126,147.776,49.9176
126.1,104.288,-62.9434,126.1,147.817,49.904
126.2,104.366,-62.9647,126.2,147.858,49.8905
126.3,104.445,-62.986,126.3,147.899,49.8771
126.4,104.523,-63.0073,126.4,147.94,49.8636
126.5,104.602,-63.0287,126.5,147.981,49.8502
126.6,104.68,-63.05,126.6,148.022,49.8368
126.7,104.758,-63.0713,126.7,148.063,49.8234
126.8,104.837,-63.0927,126.8,148.104,49.8101
126.9,104.915,-63.114,126.9,148.146,49.7968
127,104.994,-63.1354,127,148.187,49.7835
127.1,105.072,-63.1568,127.1,148.228,49.7702
127.2,105.151,-63.1782,127.2,148.27,49.757
127.3,105.229,-63.1996,127.3,148.311,49.7438
127.4,105.308,-63.221,127.4,148.353,49.7306
127.5,105.386,-63.2424,127.5,148.394,49.7175
127.6,105.465,-63.2639,127.6,148.436,49.7044
127.7,105.543,-63.2853,127.7,148.477,49.6913
127.8,105.622,-63.3068,127.8,148.519,49.6782
127.9,105.7,-63.3282,127.9,148.561,49.6652
128,105.779,-63.3497,128,148.602,49.6522
128.1,105.857,-63.3712,128.1,148.644,49.6392
128.2,105.936,-63.3927,128.2,148.686,49.6263
128.3,106.014,-63.4142,128.3,148.728,49.6134
128.4,106.093,-63.4357,128.4,148.77,49.6005
128.5,106.172,-63.4572,128.5,148.812,49.5877
128.6,106.25,-63.4787,128.6,148.853,49.5748
128.7,106.329,-63.5002,128.7,148.895,49.562
128.8,106.407,-63.5218,128.8,148.937,49.5493
128.9,106.486,-63.5433,128.9,148.979,49.5366
129,106.564,-63.5648,129,149.022,49.5239
129.1,106.643,-63.5864,129.1,149.064,49.5112
129.2,106.721,-63.608,129.2,149.106,49.4986
129.3,106.8,-63.6295,129.3,149.148,49.486
129.4,106.879,-63.6511,129.4,149.19,49.4734
129.5,106.957,-63.6727,129.5,149.233,49.4609
129.6,107.036,-63.6943,129.6,149.275,49.4484
129.7,107.114,-63.7159,129.7,149.317,49.4359
129.8,107.193,-63.7375,129.8,149.36,49.4235
129.9,107.272,-63.7591,129.9,149.402,49.4111
130,107.35,-63.7807,130,149.444,49.3987
130.1,107.429,-63.8023,130.1,149.487,49.3864
130.2,107.508,-63.8239,130.2,149.529,49.3741
130.3,107.586,-63.8455,130.3,149.572,49.3618
130.4,107.665,-63.8672,130.4,149.615,49.3496
130.5,107.743,-63.8888,130.5,149.657,49.3374
130.6,107.822,-63.9104,130.6,149.7,49.3252
130.7,107.901,-63.9321,130.7,149.743,49.3131
130.8,107.979,-63.9537,130.8,149.785,49.301
130.9,108.058,-63.9754,130.9,149.828,49.2889
131,108.137,-63.997,131,149.871,49.2769
131.1,108.215,-64.0187,131.1,149.914,49.2649
131.2,108.294,-64.0404,131.2,149.957,49.253
131.3,108.373,-64.062,131.3,150,49.241
131.4,108.451,-64.0837,131.4,150.043,49.2292
131.5,108.53,-64.1054,131.5,150.086,49.2173
131.6,108.609,-64.1271,131.6,150.129,49.2055
131.7,108.688,-64.1488,131.7,150.172,49.1937
131.8,108.766,-64.1704,131.8,150.215,49.182
131.9,108.845,-64.1921,131.9,150.258,49.1703
132,108.924,-64.2138,132,150.301,49.1586
132.1,109.003,-64.2355,132.1,150.344,49.147
132.2,109.081,-64.2572,132.2,150.388,49.1354
132.3,109.16,-64.2789,132.3,150.431,49.1238
132.4,109.239,-64.3006,132.4,150.474,49.1123
132.5,109.318,-64.3223,132.5,150.518,49.1008
132.6,109.396,-64.344,132.6,150.561,49.0894
132.7,109.475,-64.3657,132.7,150.604,49.078
132.8,109.554,-64.3875,132.8,150.648,49.0666
132.9,109.633,-64.4092,132.9,150.691,49.0553
133,109.712,-64.4309,133,150.735,49.044
133.1,109.79,-64.4526,133.1,150.779,49.0328
133.2,109.869,-64.4743,133.2,150.822,49.0216
133.3,109.948,-64.496,133.3,150.866,49.0104
133.4,110.027,-64.5178,133.4,150.909,48.9993
133.5,110.106,-64.5395,133.5,150.953,48.9882
133.6,110.185,-64.5612,133.6,150.997,48.9771
133.7,110.264,-64.5829,133.7,151.041,48.9661
133.8,110.343,-64.6047,133.8,151.084,48.9551
133.9,110.421,-64.6264,133.9,151.128,48.9442
134,110.5,-64.6481,134,151.172,48.9333
134.1,110.579,-64.6698,134.1,151.216,48.9225
134.2,110.658,-64.6916,134.2,151.26,48.9117
134.3,110.737,-64.7133,134.3,151.304,48.9009
134.4,110.816,-64.735,134.4,151.348,48.8902
134.5,110.895,-64.7568,134.5,151.392,48.8795
134.6,110.974,-64.7785,134.6,151.436,48.8689
134.7,111.053,-64.8002,134.7,151.48,48.8583
134.8,111.132,-64.822,134.8,151.524,48.8477
134.9,111.211,-64.8437,134.9,151.568,48.8372
135,111.29,-64.8654,135,151.613,48.8267
135.1,111.369,-64.8871,135.1,151.657,48.8163
135.2,111.448,-64.9089,135.2,151.701,48.8059
135.3,111.528,-64.9306,135.3,151.745,48.7956
135.4,111.607,-64.9523,135.4,151.79,48.7853
135.5,111.686,-64.9741,135.5,151.834,48.775
135.6,111.765,-64.9958,135.6,151.878,48.7648
135.7,111.844,-65.0175,135.7,151.923,48.7546
135.8,111.923,-65.0393,135.8,151.967,48.7445
135.9,112.002,-65.061,135.9,152.012,48.7344
136,112.082,-65.0827,136,152.056,48.7244
136.1,112.161,-65.1044,136.1,152.1,48.7144
136.2,112.24,-65.1262,136.2,152.145,48.7044
136.3,112.319,-65.1479,136.3,152.19,48.6945
136.4,112.399,-65.1696,136.4,152.234,48.6847
136.5,112.478,-65.1914,136.5,152.279,48.6749
136.6,112.557,-65.2131,136.6,152.323,48.6651
136.7,112.636,-65.2348,136.7,152.368,48.6554
136.8,112.716,-65.2565,136.8,152.413,48.6457
136.9,112.795,-65.2782,136.9,152.458,48.6361
137,112.874,-65.3,137,152.502,48.6265
137.1,112.954,-65.3217,137.1,152.547,48.6169
137.2,113.033,-65.3434,137.2,152.592,48.6075
137.3,113.113,-65.3651,137.3,152.637,48.598
137.4,113.192,-65.3868,137.4,152.682,48.5886
137.5,113.272,-65.4085,137.5,152.727,48.5793
137.6,113.351,-65.4303,137.6,152.772,48.57
137.7,113.431,-65.452,137.7,152.816,48.5607
137.8,113.51,-65.4737,137.8,152.861,48.5515
137.9,113.59,-65.4954,137.9,152.906,48.5423
138,113.669,-65.5171,138,152.951,48.5332
138.1,113.749,-65.5388,138.1,152.997,48.5241
138.2,113.829,-65.5605,138.2,153.042,48.5151
138.3,113.908,-65.5822,138.3,153.087,48.5061
138.4,113.988,-65.6039,138.4,153.132,48.4972
138.5,114.068,-65.6256,138.5,153.177,48.4883
138.6,114.147,-65.6473,138.6,153.222,48.4795
138.7,114.227,-65.669,138.7,153.267,48.4707
138.8,114.307,-65.6907,138.8,153.313,48.462
138.9,114.387,-65.7124,138.9,153.358,48.4533
139,114.467,-65.7341,139,153.403,48.4446
139.1,114.547,-65.7558,139.1,153.448,48.4361
139.2,114.626,-65.7774,139.2,153.494,48.4275
139.3,114.706,-65.7991,139.3,153.539,48.419
139.4,114.786,-65.8208,139.4,153.584,48.4106
139.5,114.866,-65.8425,139.5,153.63,48.4022
139.6,114.946,-65.8642,139.6,153.675,48.3939
139.7,115.026,-65.8858,139.7,153.721,48.3856
139.8,115.107,-65.9075,139.8,153.766,48.3773
139.9,115.187,-65.9292,139.9,153.812,48.3691
140,115.267,-65.9508,140,153.857,48.361
140.1,115.347,-65.9725,140.1,153.903,48.3529
140.2,115.427,-65.9942,140.2,153.948,48.3449
140.3,115.507,-66.0158,140.3,153.994,48.3369
140.4,115.588,-66.0375,140.4,154.039,48.3289
140.5,115.668,-66.0592,140.5,154.085,48.321
140.6,115.748,-66.0808,140.6,154.13,48.3132
140.7,115.829,-66.1025,140.7,154.176,48.3054
140.8,115.909,-66.1241,140.8,154.222,48.2977
140.9,115.989,-66.1458,140.9,154.267,48.29
141,116.07,-66.1674,141,154.313,48.2824
141.1,116.151,-66.1891,141.1,154.359,48.2748
141.2,116.231,-66.2107,141.2,154.405,48.2673
141.3,116.312,-66.2324,141.3,154.45,48.2598
141.4,116.392,-66.254,141.4,154.496,48.2523
141.5,116.473,-66.2757,141.5,154.542,48.245
141.6,116.554,-66.2973,141.6,154.588,48.2376
141.7,116.634,-66.3189,141.7,154.633,48.2304
141.8,116.715,-66.3406,141.8,154.679,48.2231
141.9,116.796,-66.3622,141.9,154.725,48.216
142,116.877,-66.3838,142,154.771,48.2089
142.1,116.958,-66.4054,142.1,154.817,48.2018
142.2,117.039,-66.4271,142.2,154.863,48.1948
142.3,117.12,-66.4487,142.3,154.909,48.1878
142.4,117.201,-66.4703,142.4,154.955,48.1809
142.5,117.282,-66.4919,142.5,155.001,48.1741
142.6,117.363,-66.5136,142.6,155.047,48.1673
142.7,117.444,-66.5352,142.7,155.093,48.1605
142.8,117.525,-66.5568,142.8,155.139,48.1538
142.9,117.607,-66.5784,142.9,155.185,48.1472
143,117.688,-66.6,143,155.231,48.1406
143.1,117.769,-66.6216,143.1,155.277,48.1341
143.2,117.851,-66.6432,143.2,155.323,48.1276
143.3,117.932,-66.6648,143.3,155.369,48.1211
143.4,118.014,-66.6864,143.4,155.415,48.1148
143.5,118.095,-66.708,143.5,155.461,48.1084
143.6,118.177,-66.7296,143.6,155.507,48.1022
143.7,118.259,-66.7512,143.7,155.553,48.096
143.8,118.34,-66.7728,143.8,155.599,48.0898
143.9,118.422,-66.7944,143.9,155.645,48.0837
144,118.504,-66.816,144,155.692,48.0776
144.1,118.586,-66.8376,144.1,155.738,48.0716
144.2,118.668,-66.8592,144.2,155.784,48.0657
144.3,118.75,-66.8808,144.3,155.83,48.0598
144.4,118.832,-66.9024,144.4,155.876,48.0539
144.5,118.914,-66.9239,144.5,155.923,48.0482
144.6,118.996,-66.9455,144.6,155.969,48.0424
144.7,119.078,-66.9671,144.7,156.015,48.0368
144.8,119.16,-66.9887,144.8,156.061,48.0311
144.9,119.243,-67.0102,144.9,156.108,48.0256
145,119.325,-67.0318,145,156.154,48.02
145.1,119.407,-67.0534,145.1,156.2,48.0146
145.2,119.49,-67.075,145.2,156.247,48.0092
145.3,119.572,-67.0966,145.3,156.293,48.0038
145.4,119.655,-67.1181,145.4,156.339,47.9985
145.5,119.738,-67.1397,145.5,156.386,47.9933
145.6,119.821,-67.1613,145.6,156.432,47.9881
145.7,119.903,-67.1828,145.7,156.478,47.983
145.8,119.986,-67.2044,145.8,156.525,47.9779
145.9,120.069,-67.226,145.9,156.571,47.9728
146,120.152,-67.2475,146,156.617,47.9679
146.1,120.235,-67.2691,146.1,156.664,47.963
146.2,120.318,-67.2906,146.2,156.71,47.9581
146.3,120.401,-67.3122,146.3,156.757,47.9533
146.4,120.485,-67.3338,146.4,156.803,47.9485
146.5,120.568,-67.3553,146.5,156.849,47.9438
146.6,120.651,-67.3769,146.6,156.896,47.9392
146.7,120.735,-67.3984,146.7,156.942,47.9346
146.8,120.818,-67.42,146.8,156.989,47.9301
146.9,120.902,-67.4415,146.9,157.035,47.9256
147,120.986,-67.4631,147,157.082,47.9211
147.1,121.07,-67.4846,147.1,157.128,47.9168
147.2,121.153,-67.5062,147.2,157.174,47.9125
147.3,121.237,-67.5277,147.3,157.221,47.9082
147.4,121.321,-67.5493,147.4,157.267,47.904
147.5,121.405,-67.5709,147.5,157.314,47.8998
147.6,121.489,-67.5924,147.6,157.36,47.8957
147.7,121.574,-67.614,147.7,157.407,47.8917
147.8,121.658,-67.6355,147.8,157.453,47.8877
147.9,121.742,-67.6571,147.9,157.5,47.8838
148,121.827,-67.6786,148,157.546,47.8799
148.1,121.911,-67.7001,148.1,157.593,47.8761
148.2,121.996,-67.7217,148.2,157.64,47.8723
148.3,122.08,-67.7432,148.3,157.686,47.8686
148.4,122.165,-67.7648,148.4,157.733,47.8649
148.5,122.25,-67.7863,148.5,157.779,47.8613
148.6,122.335,-67.8079,148.6,157.826,47.8578
148.7,122.42,-67.8294,148.7,157.872,47.8543
148.8,122.505,-67.851,148.8,157.919,47.8508
148.9,122.59,-67.8725,148.9,157.965,47.8474
149,122.676,-67.8941,149,158.012,47.8441
149.1,122.761,-67.9156,149.1,158.059,47.8408
149.2,122.846,-67.9372,149.2,158.105,47.8376
149.3,122.932,-67.9587,149.3,158.152,47.8344
149.4,123.017,-67.9802,149.4,158.198,47.8313
149.5,123.103,-68.0018,149.5,158.245,47.8283
149.6,123.189,-68.0233,149.6,158.291,47.8253
149.7,123.275,-68.0449,149.7,158.338,47.8223
149.8,123.361,-68.0664,149.8,158.385,47.8194
149.9,123.447,-68.088,149.9,158.431,47.8166
150,123.533,-68.1095,150,158.478,47.8138
150.1,123.619,-68.1311,150.1,158.524,47.811
150.2,123.706,-68.1526,150.2,158.571,47.8084
150.3,123.792,-68.1741,150.3,158.618,47.8057
150.4,123.879,-68.1957,150.4,158.664,47.8032
150.5,123.965,-68.2172,150.5,158.711,47.8007
150.6,124.052,-68.2388,150.6,158.758,47.7982
150.7,124.139,-68.2603,150.7,158.804,47.7958
150.8,124.226,-68.2819,150.8,158.851,47.7934
150.9,124.313,-68.3034,150.9,158.897,47.7911
151,124.4,-68.325,151,158.944,47.7889
151.1,124.487,-68.3465,151.1,158.991,47.7867
151.2,124.575,-68.3681,151.2,159.037,47.7845
151.3,124.662,-68.3896,151.3,159.084,47.7825
151.4,124.749,-68.4112,151.4,159.131,47.7804
151.5,124.837,-68.4327,151.5,159.177,47.7784
151.6,124.925,-68.4543,151.6,159.224,47.7765
151.7,125.013,-68.4758,151.7,159.27,47.7746
